0    -5.9432916968158e-17    8.99422355972925e-35    8.99422355972925e-35
70.6999999999993    -nan    -nan    -nan
70.7999999999993    -nan    -nan    -nan
70.8999999999994    -nan    -nan    -nan
70.9999999999994    -nan    -nan    -nan
71.0999999999995    -nan    -nan    -nan
71.1999999999995    -nan    -nan    -nan
71.2999999999996    -nan    -nan    -nan
71.3999999999996    -nan    -nan    -nan
71.4999999999997    -nan    -nan    -nan
71.5999999999997    -nan    -nan    -nan
71.6999999999998    -nan    -nan    -nan
71.7999999999998    -nan    -nan    -nan
71.8999999999999    -nan    -nan    -nan
71.9999999999999    -nan    -nan    -nan
72.1    -nan    -nan    -nan
72.2    -nan    -nan    -nan
72.3000000000001    -nan    -nan    -nan
72.4000000000001    -nan    -nan    -nan
72.5000000000002    -nan    -nan    -nan
72.6000000000002    -nan    -nan    -nan
72.7000000000003    -nan    -nan    -nan
72.8000000000003    -nan    -nan    -nan
72.9000000000004    -nan    -nan    -nan
73.0000000000004    -nan    -nan    -nan
73.1000000000005    -nan    -nan    -nan
73.2000000000005    -nan    -nan    -nan
73.3000000000006    -nan    -nan    -nan
73.4000000000006    -nan    -nan    -nan
73.5000000000007    -nan    -nan    -nan
73.6000000000007    -nan    -nan    -nan
73.7000000000008    -nan    -nan    -nan
73.8000000000008    -nan    -nan    -nan
73.9000000000009    -nan    -nan    -nan
74.000000000001    -nan    -nan    -nan
74.100000000001    -nan    -nan    -nan
74.2000000000011    -nan    -nan    -nan
74.3000000000011    -nan    -nan    -nan
74.4000000000012    -nan    -nan    -nan
74.5000000000012    -nan    -nan    -nan
74.6000000000013    -nan    -nan    -nan
74.7000000000013    -nan    -nan    -nan
74.8000000000014    -nan    -nan    -nan
74.9000000000014    -nan    -nan    -nan
75.0000000000015    -nan    -nan    -nan
75.1000000000015    -nan    -nan    -nan
75.2000000000016    -nan    -nan    -nan
75.3000000000016    -nan    -nan    -nan
75.4000000000017    -nan    -nan    -nan
75.5000000000017    -nan    -nan    -nan
75.6000000000018    -nan    -nan    -nan
75.7000000000018    -nan    -nan    -nan
75.8000000000019    -nan    -nan    -nan
75.9000000000019    -nan    -nan    -nan
76.000000000002    -nan    -nan    -nan
76.100000000002    -nan    -nan    -nan
76.2000000000021    -nan    -nan    -nan
76.3000000000021    -nan    -nan    -nan
76.4000000000022    -nan    -nan    -nan
76.5000000000022    -nan    -nan    -nan
76.6000000000023    -nan    -nan    -nan
76.7000000000023    -nan    -nan    -nan
76.8000000000024    -nan    -nan    -nan
76.9000000000024    -nan    -nan    -nan
77.0000000000025    -nan    -nan    -nan
77.1000000000025    -nan    -nan    -nan
77.2000000000026    -nan    -nan    -nan
77.3000000000026    -nan    -nan    -nan
77.4000000000027    -nan    -nan    -nan
77.5000000000027    -nan    -nan    -nan
77.6000000000028    -nan    -nan    -nan
77.7000000000028    -nan    -nan    -nan
77.8000000000029    -nan    -nan    -nan
77.9000000000029    -nan    -nan    -nan
78.000000000003    -nan    -nan    -nan
78.100000000003    -nan    -nan    -nan
78.2000000000031    -nan    -nan    -nan
78.3000000000032    -nan    -nan    -nan
78.4000000000032    -nan    -nan    -nan
78.5000000000033    -nan    -nan    -nan
78.6000000000033    -nan    -nan    -nan
78.7000000000034    -nan    -nan    -nan
78.8000000000034    -nan    -nan    -nan
78.9000000000035    -nan    -nan    -nan
79.0000000000035    -nan    -nan    -nan
79.1000000000036    -nan    -nan    -nan
79.2000000000036    -nan    -nan    -nan
79.3000000000037    -nan    -nan    -nan
79.4000000000037    -nan    -nan    -nan
79.5000000000038    -nan    -nan    -nan
79.6000000000038    -nan    -nan    -nan
79.7000000000039    -nan    -nan    -nan
79.8000000000039    -nan    -nan    -nan
79.900000000004    -nan    -nan    -nan
80.000000000004    -nan    -nan    -nan
80.1000000000041    -nan    -nan    -nan
80.2000000000041    -nan    -nan    -nan
80.3000000000042    -nan    -nan    -nan
80.4000000000042    -nan    -nan    -nan
80.5000000000043    -nan    -nan    -nan
80.6000000000043    -nan    -nan    -nan
80.7000000000044    -nan    -nan    -nan
80.8000000000044    -nan    -nan    -nan
80.9000000000045    -nan    -nan    -nan
81.0000000000045    -nan    -nan    -nan
81.1000000000046    -nan    -nan    -nan
81.2000000000046    -nan    -nan    -nan
81.3000000000047    -nan    -nan    -nan
81.4000000000047    -nan    -nan    -nan
81.5000000000048    -nan    -nan    -nan
81.6000000000048    -nan    -nan    -nan
81.7000000000049    -nan    -nan    -nan
81.8000000000049    -nan    -nan    -nan
81.900000000005    -nan    -nan    -nan
82.000000000005    -nan    -nan    -nan
82.1000000000051    -nan    -nan    -nan
82.2000000000051    -nan    -nan    -nan
82.3000000000052    -nan    -nan    -nan
82.4000000000052    -nan    -nan    -nan
82.5000000000053    -nan    -nan    -nan
82.6000000000054    -nan    -nan    -nan
82.7000000000054    -nan    -nan    -nan
82.8000000000055    -nan    -nan    -nan
82.9000000000055    -nan    -nan    -nan
83.0000000000056    -nan    -nan    -nan
83.1000000000056    -nan    -nan    -nan
83.2000000000057    -nan    -nan    -nan
83.3000000000057    -nan    -nan    -nan
83.4000000000058    -nan    -nan    -nan
83.5000000000058    -nan    -nan    -nan
83.6000000000059    -nan    -nan    -nan
83.7000000000059    -nan    -nan    -nan
83.800000000006    -nan    -nan    -nan
83.900000000006    -nan    -nan    -nan
84.0000000000061    -nan    -nan    -nan
84.1000000000061    -nan    -nan    -nan
84.2000000000062    -nan    -nan    -nan
84.3000000000062    -nan    -nan    -nan
84.4000000000063    -nan    -nan    -nan
84.5000000000063    -nan    -nan    -nan
84.6000000000064    -nan    -nan    -nan
84.7000000000064    -nan    -nan    -nan
84.8000000000065    -nan    -nan    -nan
84.9000000000065    -nan    -nan    -nan
85.0000000000066    -nan    -nan    -nan
85.1000000000066    -nan    -nan    -nan
85.2000000000067    -nan    -nan    -nan
85.3000000000067    -nan    -nan    -nan
85.4000000000068    -nan    -nan    -nan
85.5000000000068    -nan    -nan    -nan
85.6000000000069    -nan    -nan    -nan
85.7000000000069    -nan    -nan    -nan
85.800000000007    -nan    -nan    -nan
85.900000000007    -nan    -nan    -nan
86.0000000000071    -nan    -nan    -nan
86.1000000000071    -nan    -nan    -nan
86.2000000000072    -nan    -nan    -nan
86.3000000000072    -nan    -nan    -nan
86.4000000000073    -nan    -nan    -nan
86.5000000000073    -nan    -nan    -nan
86.6000000000074    -nan    -nan    -nan
86.7000000000074    -nan    -nan    -nan
86.8000000000075    -nan    -nan    -nan
86.9000000000076    -nan    -nan    -nan
87.0000000000076    -nan    -nan    -nan
87.1000000000077    -nan    -nan    -nan
87.2000000000077    -nan    -nan    -nan
87.3000000000078    -nan    -nan    -nan
87.4000000000078    -nan    -nan    -nan
87.5000000000079    -nan    -nan    -nan
87.6000000000079    -nan    -nan    -nan
87.700000000008    -nan    -nan    -nan
87.800000000008    -nan    -nan    -nan
87.9000000000081    -nan    -nan    -nan
88.0000000000081    -nan    -nan    -nan
88.1000000000082    -nan    -nan    -nan
88.2000000000082    -nan    -nan    -nan
88.3000000000083    -nan    -nan    -nan
88.4000000000083    -nan    -nan    -nan
88.5000000000084    -nan    -nan    -nan
88.6000000000084    -nan    -nan    -nan
88.7000000000085    -nan    -nan    -nan
88.8000000000085    -nan    -nan    -nan
88.9000000000086    -nan    -nan    -nan
89.0000000000086    -nan    -nan    -nan
89.1000000000087    -nan    -nan    -nan
89.2000000000087    -nan    -nan    -nan
89.3000000000088    -nan    -nan    -nan
89.4000000000088    -nan    -nan    -nan
89.5000000000089    -nan    -nan    -nan
89.6000000000089    -nan    -nan    -nan
89.700000000009    -nan    -nan    -nan
89.800000000009    -nan    -nan    -nan
89.9000000000091    -nan    -nan    -nan
90.0000000000091    -nan    -nan    -nan
90.1000000000092    -nan    -nan    -nan
90.2000000000092    -nan    -nan    -nan
90.3000000000093    -nan    -nan    -nan
90.4000000000093    -nan    -nan    -nan
90.5000000000094    -nan    -nan    -nan
90.6000000000094    -nan    -nan    -nan
90.7000000000095    -nan    -nan    -nan
90.8000000000095    -nan    -nan    -nan
90.9000000000096    -nan    -nan    -nan
91.0000000000096    -nan    -nan    -nan
91.1000000000097    -nan    -nan    -nan
91.2000000000098    -nan    -nan    -nan
91.3000000000098    -nan    -nan    -nan
91.4000000000099    -nan    -nan    -nan
91.5000000000099    -nan    -nan    -nan
91.60000000001    -nan    -nan    -nan
91.70000000001    -nan    -nan    -nan
91.8000000000101    -nan    -nan    -nan
91.9000000000101    -nan    -nan    -nan
92.0000000000102    -nan    -nan    -nan
92.1000000000102    -nan    -nan    -nan
92.2000000000103    -nan    -nan    -nan
92.3000000000103    -nan    -nan    -nan
92.4000000000104    -nan    -nan    -nan
92.5000000000104    -nan    -nan    -nan
92.6000000000105    -nan    -nan    -nan
92.7000000000105    -nan    -nan    -nan
92.8000000000106    -nan    -nan    -nan
92.9000000000106    -nan    -nan    -nan
93.0000000000107    -nan    -nan    -nan
93.1000000000107    -nan    -nan    -nan
93.2000000000108    -nan    -nan    -nan
93.3000000000108    -nan    -nan    -nan
93.4000000000109    -nan    -nan    -nan
93.5000000000109    -nan    -nan    -nan
93.600000000011    -nan    -nan    -nan
93.700000000011    -nan    -nan    -nan
93.8000000000111    -nan    -nan    -nan
93.9000000000111    -nan    -nan    -nan
94.0000000000112    -nan    -nan    -nan
94.1000000000112    -nan    -nan    -nan
94.2000000000113    -nan    -nan    -nan
94.3000000000113    -nan    -nan    -nan
94.4000000000114    -nan    -nan    -nan
94.5000000000114    -nan    -nan    -nan
94.6000000000115    -nan    -nan    -nan
94.7000000000115    -nan    -nan    -nan
94.8000000000116    -nan    -nan    -nan
94.9000000000116    -nan    -nan    -nan
95.0000000000117    -nan    -nan    -nan
95.1000000000117    -nan    -nan    -nan
95.2000000000118    -nan    -nan    -nan
95.3000000000118    -nan    -nan    -nan
95.4000000000119    -nan    -nan    -nan
95.500000000012    -nan    -nan    -nan
95.600000000012    -nan    -nan    -nan
95.7000000000121    -nan    -nan    -nan
95.8000000000121    -nan    -nan    -nan
95.9000000000122    -nan    -nan    -nan
96.0000000000122    -nan    -nan    -nan
96.1000000000123    -nan    -nan    -nan
96.2000000000123    -nan    -nan    -nan
96.3000000000124    -nan    -nan    -nan
96.4000000000124    -nan    -nan    -nan
96.5000000000125    -nan    -nan    -nan
96.6000000000125    -nan    -nan    -nan
96.7000000000126    -nan    -nan    -nan
96.8000000000126    -nan    -nan    -nan
96.9000000000127    -nan    -nan    -nan
97.0000000000127    -nan    -nan    -nan
97.1000000000128    -nan    -nan    -nan
97.2000000000128    -nan    -nan    -nan
97.3000000000129    -nan    -nan    -nan
97.4000000000129    -nan    -nan    -nan
97.500000000013    -nan    -nan    -nan
97.600000000013    -nan    -nan    -nan
97.7000000000131    -nan    -nan    -nan
97.8000000000131    -nan    -nan    -nan
97.9000000000132    -nan    -nan    -nan
98.0000000000132    -nan    -nan    -nan
98.1000000000133    -nan    -nan    -nan
98.2000000000133    -nan    -nan    -nan
98.3000000000134    -nan    -nan    -nan
98.4000000000134    -nan    -nan    -nan
98.5000000000135    -nan    -nan    -nan
98.6000000000135    -nan    -nan    -nan
98.7000000000136    -nan    -nan    -nan
98.8000000000136    -nan    -nan    -nan
98.9000000000137    -nan    -nan    -nan
99.0000000000137    -nan    -nan    -nan
99.1000000000138    -nan    -nan    -nan
99.2000000000138    -nan    -nan    -nan
99.3000000000139    -nan    -nan    -nan
99.4000000000139    -nan    -nan    -nan
99.500000000014    -nan    -nan    -nan
99.600000000014    -nan    -nan    -nan
99.7000000000141    -nan    -nan    -nan
99.8000000000142    -nan    -nan    -nan
99.9000000000142    -nan    -nan    -nan
